x,y
50.0,0.17777757405686417
50.1,0.16640942517557206
50.2,0.16246273404462638
50.3,0.15601725575890113
50.4,0.1775134327317493
50.5,0.1573054830405246
50.6,0.16793063454912255
50.7,0.15314791534755218
50.8,0.1543139019638684
50.9,0.18110958191327825
51.0,0.17832641377242586
51.1,0.17542418354672273
51.2,0.19292757239285044
51.3,0.1841618445556818
51.4,0.15724425550193005
51.5,0.18478641700582235
51.6,0.1562360797493958
51.7,0.17785756188120336
51.8,0.16166658069998
51.9,0.1684447016543785
52.0,0.17176343695402943
52.1,0.16274751590763106
52.2,0.17103291781329857
52.3,0.17169831758245643
52.4,0.17813924876769835
52.5,0.1333830146069228
52.6,0.19115041809893574
52.7,0.1728569629641987
52.8,0.17332339759164886
52.9,0.17746323351938692
53.0,0.17631766045296388
53.1,0.18050062717965004
53.2,0.16800014509780584
53.3,0.1875948503728942
53.4,0.17755427403131882
53.5,0.17259260927318495
53.6,0.17640894005118357
53.7,0.17877839672332654
53.8,0.17893233882417703
53.9,0.1765709980384428
54.0,0.1636317909017476
54.1,0.19126061195816624
54.2,0.19688273493443242
54.3,0.1865158640776715
54.4,0.1924045802569333
54.5,0.1780680289604229
54.6,0.17996469056589848
54.7,0.18467174243396284
54.8,0.17487743794657715
54.9,0.1868739027850423
55.0,0.17449505835872264
55.1,0.1710341061992823
55.2,0.17691680121428438
55.3,0.18414965238333872
55.4,0.17798595013770255
55.5,0.17936641131998027
55.6,0.1884636063471864
55.7,0.17991880603028654
55.8,0.1822193293121608
55.9,0.18559478654660042
56.0,0.19792634453477684
56.1,0.17683880295310594
56.2,0.18689401547400544
56.3,0.19056566869186398
56.4,0.1900283281497659
56.5,0.1989964508563056
56.6,0.1948627806175664
56.7,0.16787929499101695
56.8,0.18866401123675122
56.9,0.185497286120947
57.0,0.20040462717969018
57.1,0.18163295480596053
57.2,0.19410009845591852
57.3,0.1810025207233279
57.4,0.18724417039057764
57.5,0.1915050147668507
57.6,0.19337404853825343
57.7,0.192772630559477
57.8,0.1853346124488295
57.9,0.19192593514357706
58.0,0.1859961946197892
58.1,0.17775175481707495
58.2,0.2022620725804083
58.3,0.19141662007003776
58.4,0.18799035422866187
58.5,0.1920859631056207
58.6,0.20138899792538806
58.7,0.1821992367300099
58.8,0.19424677487831588
58.9,0.18724410529226673
59.0,0.1954661239513595
59.1,0.18941727126917246
59.2,0.2004357141451112
59.3,0.19468843270711123
59.4,0.2010559415812924
59.5,0.1939425042771906
59.6,0.2054424827806224
59.7,0.1964425239794018
59.8,0.19057626171285036
59.9,0.20202298696222368
60.0,0.20778234437172072
60.1,0.1935474125298396
60.2,0.21909336727042505
60.3,0.20673057373717252
60.4,0.1952685979368459
60.5,0.20308242347434274
60.6,0.19831886444159846
60.7,0.21276567434776278
60.8,0.2009901808729746
60.9,0.21854416450713515
61.0,0.1970010786577281
61.1,0.20959630638293655
61.2,0.1875469709850055
61.3,0.1861648158199763
61.4,0.1918321446090707
61.5,0.215718742045699
61.6,0.20833620173160303
61.7,0.2013514001881774
61.8,0.19777355512504136
61.9,0.20180888720267132
62.0,0.19473203205343498
62.1,0.19180869779541945
62.2,0.2292965800457629
62.3,0.20845987829388812
62.4,0.22133681869081573
62.5,0.19802353423648114
62.6,0.21060192680960535
62.7,0.21483971175991864
62.8,0.20055645050871396
62.9,0.2088938329466584
63.0,0.22953127001871665
63.1,0.22776849471897798
63.2,0.2268129860283476
63.3,0.2237524744108045
63.4,0.21187384966747086
63.5,0.21957688013498
63.6,0.21831314397442173
63.7,0.20713184706636867
63.8,0.2253108418323168
63.9,0.20135648460412806
64.0,0.24524285879316443
64.1,0.21360506311138933
64.2,0.21005970168218263
64.3,0.23434347342455902
64.4,0.2335446032434605
64.5,0.22765776724427966
64.6,0.23823351680100013
64.7,0.2125555471281908
64.8,0.21595608278610998
64.9,0.22968979371069673
65.0,0.22966531785235933
65.1,0.22443465797346604
65.2,0.21404874731820814
65.3,0.21961329788034398
65.4,0.23966450678286189
65.5,0.2231357576579564
65.6,0.21691864377179626
65.7,0.22454317506661367
65.8,0.2271924066088305
65.9,0.2412969125237805
66.0,0.24463926835748
66.1,0.24709528148019985
66.2,0.2397052082114371
66.3,0.24070428143458994
66.4,0.26021610619315
66.5,0.2499727502587373
66.6,0.24417065058192508
66.7,0.24490863964113613
66.8,0.24275914252115122
66.9,0.25766982580879844
67.0,0.25653322804709344
67.1,0.24941468952406995
67.2,0.26459577642116344
67.3,0.2523127767581536
67.4,0.2662553540379548
67.5,0.24690847726400855
67.6,0.2384016561184915
67.7,0.2575489353385317
67.8,0.27447502235740845
67.9,0.27098763179837165
68.0,0.27295653876207904
68.1,0.2712484859849532
68.2,0.2672999125841076
68.3,0.27154359142059586
68.4,0.26295819674909476
68.5,0.28231455122676047
68.6,0.2807102286310626
68.7,0.2873328996649767
68.8,0.2874172884388846
68.9,0.27097126758600965
69.0,0.2755720317855827
69.1,0.29956405031864414
69.2,0.2844340783012066
69.3,0.2755671359656169
69.4,0.3053661881014287
69.5,0.3006365295234592
69.6,0.3200696147286618
69.7,0.2913490302288469
69.8,0.29308409628288434
69.9,0.31478023616385575
70.0,0.3032232637037008
70.1,0.3109583199002
70.2,0.33073953824416363
70.3,0.32929039101939667
70.4,0.33218472215316025
70.5,0.32109274136757765
70.6,0.30435700942571026
70.7,0.3152363726074374
70.8,0.3321142835974553
70.9,0.34978961446254137
71.0,0.3425887584836491
71.1,0.3452040610783243
71.2,0.3328265995611501
71.3,0.364909329894646
71.4,0.34099457200655314
71.5,0.37457969890168125
71.6,0.3345242094710509
71.7,0.35394483923300846
71.8,0.35604545323665426
71.9,0.36429852718247646
72.0,0.35254371482638835
72.1,0.3758286585843413
72.2,0.3613838792048927
72.3,0.3787350471160455
72.4,0.3923071975354593
72.5,0.3777887173993045
72.6,0.3890636991979143
72.7,0.39883924552356953
72.8,0.4101933414912894
72.9,0.3898107250725644
73.0,0.3943843484136059
73.1,0.4051489230905612
73.2,0.3847276141181407
73.3,0.39951572064368523
73.4,0.4176685759731534
73.5,0.42248158882801523
73.6,0.4166885914354408
73.7,0.42699600070654636
73.8,0.43939942349856875
73.9,0.42337396769644264
74.0,0.4256042354958611
74.1,0.4410978368329109
74.2,0.4298501112512868
74.3,0.4330913155383241
74.4,0.4549056620590218
74.5,0.44763582388180995
74.6,0.45799997507052637
74.7,0.47697581491466834
74.8,0.4640303354731317
74.9,0.4779882912191573
75.0,0.4781967117412225
75.1,0.48467534876157664
75.2,0.4916996010844511
75.3,0.49417807811195724
75.4,0.5053627226943325
75.5,0.4932335637953523
75.6,0.4950421199577073
75.7,0.4820671915957776
75.8,0.5031401925143404
75.9,0.5259478760505296
76.0,0.5100809521037638
76.1,0.5278183910410623
76.2,0.5094224182748874
76.3,0.5150369565856397
76.4,0.5198008714990864
76.5,0.5380322673765262
76.6,0.5391716436239319
76.7,0.5373317279216531
76.8,0.5436881209335704
76.9,0.5420382737351088
77.0,0.5528814285492603
77.1,0.5394686398942575
77.2,0.5571209434088953
77.3,0.554174598708146
77.4,0.5657668375643029
77.5,0.5643255076977763
77.6,0.5962426681109146
77.7,0.5841988505947933
77.8,0.5729839634860672
77.9,0.5807398576367617
78.0,0.5902288192188156
78.1,0.5942260457081899
78.2,0.5815964658856136
78.3,0.6048293907296973
78.4,0.5740366409561845
78.5,0.5916035710394821
78.6,0.5969713754827553
78.7,0.6111935572103774
78.8,0.6152209464013932
78.9,0.6150288481133585
79.0,0.626582579174664
79.1,0.6208988431600284
79.2,0.6270796038221002
79.3,0.6188184938979013
79.4,0.616647348782818
79.5,0.6394508657101518
79.6,0.6323917389303773
79.7,0.6590815035167732
79.8,0.6412705972810245
79.9,0.6447463405611055
80.0,0.6468955687591382
80.1,0.6442582667768509
80.2,0.6513305947830204
80.3,0.6277035008002705
80.4,0.6591757653347364
80.5,0.6569243282059177
80.6,0.6578790060352727
80.7,0.6630886856414626
80.8,0.6784958463311396
80.9,0.6776188897534494
81.0,0.6813402824661552
81.1,0.6602352695914147
81.2,0.702739035811039
81.3,0.6752132873963086
81.4,0.6926486015535397
81.5,0.6929580346227999
81.6,0.6950272437062546
81.7,0.7106721634762962
81.8,0.71344058831581
81.9,0.705515878298219
82.0,0.7141489938168228
82.1,0.70997225635834
82.2,0.7124654368294475
82.3,0.7239899156566468
82.4,0.7298669166779026
82.5,0.7439297573335065
82.6,0.7389459581589449
82.7,0.7514490554424923
82.8,0.7521000582309744
82.9,0.73966634750168
83.0,0.7616710839999558
83.1,0.7801720690748751
83.2,0.7821034992071351
83.3,0.7681845967467169
83.4,0.7824197242631339
83.5,0.7921368094394502
83.6,0.8020744961918289
83.7,0.7859750822444618
83.8,0.8020239712566564
83.9,0.8246178978134395
84.0,0.8187076415368653
84.1,0.8315718031310212
84.2,0.8475925946542643
84.3,0.8487484839942184
84.4,0.8521778942713465
84.5,0.8701246368584439
84.6,0.8741454648608926
84.7,0.884864247019321
84.8,0.8730427873948058
84.9,0.8932312530120368
85.0,0.878432739162572
85.1,0.9049198979734112
85.2,0.9140850734821209
85.3,0.9333921268136607
85.4,0.9402476070515863
85.5,0.9556116693684693
85.6,0.9463917586058946
85.7,0.9679484013421757
85.8,0.9790598336015786
85.9,0.9954336279459092
86.0,1.0131968146701555
86.1,1.0245147920895812
86.2,1.014660625390778
86.3,1.030372545895138
86.4,1.0295820570887593
86.5,1.0608581989367254
86.6,1.0839159169957668
86.7,1.0736825836245463
86.8,1.0982686953020624
86.9,1.0977200947077197
87.0,1.1171911594292805
87.1,1.129159778296048
87.2,1.1341139957594084
87.3,1.1439984584843337
87.4,1.1311809294395276
87.5,1.170630048180403
87.6,1.1608082722559216
87.7,1.1713926688918948
87.8,1.1864942546707178
87.9,1.2112281157716698
88.0,1.2012711015527446
88.1,1.2268815021598074
88.2,1.220065575094719
88.3,1.2393395245810337
88.4,1.2459835302332518
88.5,1.2649278171456075
88.6,1.2682671839572734
88.7,1.2662357884258737
88.8,1.2793392926191252
88.9,1.2653380818425655
89.0,1.2864057513719738
89.1,1.2758530079818242
89.2,1.2903980883952428
89.3,1.2949912502248142
89.4,1.2914069489899058
89.5,1.3040752633323922
89.6,1.291498035512647
89.7,1.305874951823069
89.8,1.3182436500463075
89.9,1.3147169280360549
90.0,1.3193890038330984
90.1,1.3144580342426604
90.2,1.289918707413987
90.3,1.3261738785125685
90.4,1.3003620215088039
90.5,1.3184585933357296
90.6,1.3088518305061034
90.7,1.313354476014345
90.8,1.3004082976524352
90.9,1.294691896493441
91.0,1.2983741900638524
91.1,1.2876536512845211
91.2,1.2714107899462241
91.3,1.255779357651482
91.4,1.2679628961573315
91.5,1.2632129418691005
91.6,1.258035034225493
91.7,1.2529546934894495
91.8,1.249663390941202
91.9,1.2329138103994133
92.0,1.2203536642390862
92.1,1.2204548551984837
92.2,1.2181570677158466
92.3,1.2176830747760636
92.4,1.1870875832154688
92.5,1.174132027213322
92.6,1.182565212037791
92.7,1.180916628314505
92.8,1.1650030045917454
92.9,1.1546319158675027
93.0,1.1431535587425017
93.1,1.117355913617867
93.2,1.1081709063144995
93.3,1.112037874878179
93.4,1.1018904289219615
93.5,1.072085277915893
93.6,1.0993266717399435
93.7,1.0783416827967154
93.8,1.0436418646686403
93.9,1.0388777382254495
94.0,1.0397217453759862
94.1,1.0321457739022348
94.2,1.0380122110350185
94.3,1.0160985094230521
94.4,1.0030418432444415
94.5,0.9973920601225005
94.6,0.9953366025493252
94.7,0.9716575249745927
94.8,0.9613778170764541
94.9,0.9561119448446732
95.0,0.9447649578318212
95.1,0.946904038695688
95.2,0.9327996733715122
95.3,0.936579543432898
95.4,0.9308874934121237
95.5,0.9223777387125677
95.6,0.9234847920957074
95.7,0.8963946209015243
95.8,0.8961334262596314
95.9,0.896743676761908
96.0,0.8795795450249386
96.1,0.8898167566707545
96.2,0.8675373691858412
96.3,0.870320789634795
96.4,0.8621448097763937
96.5,0.8409650487588454
96.6,0.8446402028505477
96.7,0.838859465681976
96.8,0.8416266866705001
96.9,0.8203407193485247
97.0,0.8441112270174673
97.1,0.8179243322996859
97.2,0.8270471209738952
97.3,0.8149554205540736
97.4,0.8012185922703456
97.5,0.802822615255106
